alloy,Nb,Si,Ti,Al,Cr,Hf,Zr,Mo,V,W,Ta,Sn,VEC,x,Δx,ΔHmix,ΔSmix,ΔG,Tm,ΔTm,ρ,r,am,Δa,δ,Ω,Λ,mean_Molar Magnetic Susceptibility,mean_Neutron Cross Section,mean_Neutron Mass Absorption,mean_Space Group Number,mean_Speed of Sound,mean_A1 atomic number,mean_A6 atomic weight,mean_C1 temperature melting,mean_C12 modulus Young,mean_C2 temperature boiling,mean_C3 enthalpy vaporization,mean_C4 enthalpy melting,mean_C5 enthalpy atomization,mean_E13 Electron affinity,mean_E2 electronegativity (Pauling),mean_Electrophilicity Index,mean_Glawe Number,mean_Mass Magnetic Susceptibility,mean_S10 Lattice Constants a,mean_S11 Lattice Constants b,mean_S12 Lattice Constants c,mean_S13 radii atomic (coordination number 12) (pm),mean_S3 radii covalent,mean_Volume Magnetic Susceptibility,mean_共价半径 Pyykko(Double Bond) (pm),mean_共价半径 Pyykko(Single Bond) (pm),mean_共价半径 Pyykko(Triple Bond) (pm),mean_密度,mean_摩尔体积(cm3/mol),mean_摩尔热容(J/mol/k),mean_比热容J/g/k,mean_热导率W/(mk),mean_热膨胀(1/k),mean_电导率(MS/m),mean_电阻率(mΩ),mean_莫氏硬度(MPa),mean_金属半径 12 Neighbors(pm),mean_金属半径(pm),var_Molar Magnetic Susceptibility,var_Neutron Cross Section,var_Neutron Mass Absorption,var_Space Group Number,var_Speed of Sound,var_A1 atomic number,var_A6 atomic weight,var_C1 temperature melting,var_C12 modulus Young,var_C2 temperature boiling,var_C3 enthalpy vaporization,var_C4 enthalpy melting,var_C5 enthalpy atomization,var_E13 Electron affinity,var_E2 electronegativity (Pauling),var_Electrophilicity Index,var_Glawe Number,var_Mass Magnetic Susceptibility,var_S10 Lattice Constants a,var_S11 Lattice Constants b,var_S12 Lattice Constants c,var_S13 radii atomic (coordination number 12) (pm),var_S3 radii covalent,var_Volume Magnetic Susceptibility,var_共价半径 Pyykko(Double Bond) (pm),var_共价半径 Pyykko(Single Bond) (pm),var_共价半径 Pyykko(Triple Bond) (pm),var_密度,var_摩尔体积(cm3/mol),var_摩尔热容(J/mol/k),var_比热容J/g/k,var_热导率W/(mk),var_热膨胀(1/k),var_电导率(MS/m),var_电阻率(mΩ),var_莫氏硬度(MPa),var_金属半径 12 Neighbors(pm),var_金属半径(pm),KQ,
alloy95,64,16,16,0,0,0,4,0,0,0,0,0,4.64,1.6276,13.088,-30.6176,8.3207,-50.80153803,2425.75,715.59,6.763941,1.3971,358.2608,81.63,8.0201,0.659226655,0.129360086,1.999456,1.74592,0.0010184,221.68,3393.6,33.6,75.2613568,2425.6,96,4475.44,586.776,29.024,641.2,79.34,1.6276,1.25792,57.64,24.496,358.4912,358.4912,393.9064,180.88,155.32,0.000184355,120.92,140.56,112.68,6.83916,11.12668,23.93424,0.37832,62.62,0.000006692,4.78416,0.000160177,6.04,145.44,131.4,0.879648026,3.757526554,2.18669E-06,192.0576,328471.04,119.68,685.6235013,195752,531.36,594911.3664,16534.24742,98.234624,15808.16,1382.2624,0.01713024,0.053866554,143.5904,156.453184,6650.484243,6650.484243,7617.190135,997.9456,381.4976,7.66318E-09,45.5936,133.6064,31.5776,6.045063174,0.563505978,3.317038982,0.029785018,1573.8064,3.53754E-12,7.071813254,1.34343E-07,0.0784,17.9264,44.96,9.01,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
alloy96,63,16,16,0,0,1,4,0,0,0,0,0,4.63,1.6246,13.486,-30.6704,8.7489,-51.87082197,2423.21,714.45,6.825097,1.3986,358.1568,81.6725,8.1114,0.691233957,0.132972494,1.983316,2.77442,0.0012144,221.33,3388.9,33.91,76.1171931,2423.16,95.73,4474.03,585.726,29.007,640.054,78.479,1.6246,1.25389,57.61,24.273,358.3836,358.3836,395.6535,180.98,155.43,0.00018269,120.95,140.61,112.74,6.88656,11.152372,23.94554,0.37711,62.313,0.000006678,4.75016,0.000160178,6.035,145.57,131.5,0.887343126,107.2551319,5.74746E-06,199.0611,329845.79,133.7819,788.3391084,194758.3344,533.7171,593580.9891,16447.62452,98.338851,15727.77268,1444.012459,0.01818684,0.055449578,143.9579,159.991971,6657.675667,6657.675667,7697.469555,1002.3596,384.6051,7.76233E-09,45.9275,134.4979,32.3324,6.431576046,0.614174404,3.344726468,0.030204198,1588.613931,3.53992E-12,7.055980134,1.34343E-07,0.081275,19.7451,46.47,8.71,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
alloy97,62,16,16,0,0,2,4,0,0,0,0,0,4.62,1.6216,13.866,-30.7264,9.0606,-52.6591226,2420.67,713.29,6.885972,1.4001,358.0528,81.7149,8.1999,0.713807104,0.134753435,1.967176,3.80292,0.0014104,220.98,3384.2,34.22,76.9730294,2420.72,95.46,4472.62,584.676,28.99,638.908,77.618,1.6216,1.24986,57.58,24.05,358.276,358.276,397.4006,181.08,155.54,0.000181025,120.98,140.66,112.8,6.93396,11.178064,23.95684,0.3759,62.006,0.000006664,4.71616,0.00016018,6.03,145.7,131.6,0.894517227,208.6371127,9.2314E-06,205.8196,331176.36,147.6916,889.5898039,193752.7616,535.9284,592246.6356,16358.79662,98.4425,15644.75874,1504.279876,0.01922544,0.05700012,144.3236,163.4313,6664.843936,6664.843936,7771.644258,1006.7536,387.6884,7.85593E-09,46.2596,135.3844,33.08,6.813595398,0.663522673,3.372158574,0.03062045,1603.232964,3.5419E-12,7.037835014,1.34342E-07,0.0841,21.53,47.96,8.92,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
alloy98,61,16,16,0,0,3,4,0,0,0,0,0,4.61,1.6186,14.229,-30.7856,9.3275,-53.34070758,2418.13,712.11,6.946568,1.4016,357.9488,81.7571,8.2858,0.732651226,0.135861488,1.951036,4.83142,0.0016064,220.63,3379.5,34.53,77.8288657,2418.28,95.19,4471.21,583.626,28.973,637.762,76.757,1.6186,1.24583,57.55,23.827,358.1684,358.1684,399.1477,181.18,155.65,0.00017936,121.01,140.71,112.86,6.98136,11.203756,23.96814,0.37469,61.699,0.00000665,4.68216,0.000160181,6.025,145.83,131.7,0.901170328,307.903469,1.26385E-05,212.3331,332462.75,161.4091,989.3755879,192735.2816,537.9939,590908.3059,16267.76372,98.545571,15559.11816,1563.064651,0.02024604,0.058518181,144.6875,166.771171,6671.989049,6671.989049,7839.714244,1011.1276,390.7475,7.94398E-09,46.5899,136.2659,33.8204,7.19112123,0.711550784,3.3993353,0.031033774,1617.663499,3.5435E-12,7.017377894,1.34342E-07,0.086875,23.2811,49.43,9.73,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
alloy99,60,16,16,0,0,4,4,0,0,0,0,0,4.6,1.6156,14.577,-30.848,9.5647,-53.95239367,2415.59,710.91,7.006887,1.403,357.8448,81.7991,8.369,0.748975417,0.136560223,1.934896,5.85992,0.0018024,220.28,3374.8,34.84,78.684702,2415.84,94.92,4469.8,582.576,28.956,636.616,75.896,1.6156,1.2418,57.52,23.604,358.0608,358.0608,400.8948,181.28,155.76,0.000177695,121.04,140.76,112.92,7.02876,11.229448,23.97944,0.37348,61.392,0.000006636,4.64816,0.000160183,6.02,145.96,131.8,0.907302431,405.0542008,1.59688E-05,218.6016,333704.96,174.9344,1087.69646,191705.8944,539.9136,589566,16174.52582,98.648064,15470.85094,1620.366784,0.02124864,0.06000376,145.0496,170.011584,6679.111007,6679.111007,7901.679513,1015.4816,393.7824,8.02649E-09,46.9184,137.1424,34.5536,7.564153542,0.758258737,3.426256646,0.03144417,1631.905536,3.5447E-12,6.994608774,1.34342E-07,0.0896,24.9984,50.88,9.59,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
alloy100,58,16,24,2,0,0,0,0,0,0,0,0,4.56,1.6338,11.884,-31.4656,8.5626,-51.41012168,2329.26,787.7,6.211524,1.3928,377.0766,94.8104,7.5781,0.633851625,0.149102523,1.942376,2.16222,0.00192,220.2,3466,31.56,70.40700537,2349.4294,97.66,4327.78,562.786,28.367,617.278,73.988,1.6338,1.23136,58.14,25.532,357.4446,357.4446,399.0774,177.2,153.7,0.000180653,119.96,138.98,111.74,6.47908,10.96526,23.93264,0.41108,64.982,0.000007176,5.24616,0.000160184,6.015,144.9,130.62,0.913282676,5.027749412,1.90592E-05,217.52,418980,129.8464,739.8406248,243409.2992,537.9044,677525.8116,19410.1968,108.686961,18880.34692,1731.258656,0.01412356,0.06395699,150.8804,177.486576,6917.070013,6917.070013,7212.995955,1022.56,384.17,7.79017E-09,44.6784,127.2996,29.0724,6.509120114,0.246078512,3.31192999,0.034593914,2240.526276,8.91742E-12,28.89400541,1.34341E-07,0.251025,9.45,37.3956,6.56,"Q. Wang, Q. Wang, R. Chen, X. Wang, Y. Su, H. Fu, Synchronous enhancement of hot deformation capacity and properties of Nb-24Ti-16Si-2Al alloy by composite alloying of Fe and V, Mater. Sci. Eng., A 860 (2022) 144223."
alloy101,47.2,16,24.7,1.9,2,8.2,0,0,0,0,0,0,4.493,1.60997,15.048,-32.47221,11.2372,-58.4694722,2313.5,748.84,6.876874,1.4017,355.2826,84.1018,8.4952,0.800600335,0.155707989,1.802971,10.670487,0.0035596,217.089,3479.66,33.657,76.35730687,2314.17493,99.038,4266.784,546.0101,28.07165,599.7525,65.9859,1.60997,1.193429,57.895,24.1487,355.45249,355.45249,413.50812,177.306,154.117,0.000168436,119.882,138.834,111.921,6.817589,11.1030594,24.00392,0.406012,62.8627,7.0065E-06,4.93066,0.000160197,6.02725,145.616,131.135,0.933822834,783.0654376,4.21813E-05,262.097079,558746.4844,251.365351,1616.131011,226584.1509,1221.154556,687212.1133,18692.00181,110.6255338,18156.94006,2132.004991,0.022643699,0.074803385,153.559975,217.0434183,7064.568924,7064.568924,7684.642967,1052.626364,413.271311,8.64316E-09,48.848076,139.892444,37.336759,9.77165233,0.994264128,3.539264994,0.037993102,2366.939499,8.88477E-12,27.99760212,1.34337E-07,0.385444938,30.848544,53.258775,13.75,"W. Wei, Q. Wang, R.-R. Chen, C.-W. Zheng, Y.-Q. Su, Enhancement of comprehensive properties of Nb–Si based in-situ composites by Ho rare earth doping, Rare Met. 43(9) (2024) 4508-4520."
alloy102,47.9,16,24,1.9,2,8.2,0,0,0,0,0,0,4.501,1.61045,15.037,-32.43779,11.2245,-58.4629157,2318.6,749.02,6.902879,1.4013,355.4882,83.998,8.4983,0.802308841,0.155418563,1.807458,10.635837,0.0035316,217.334,3475.04,33.79,76.67258246,2319.83793,98.961,4276.983,547.8119,28.12765,601.5725,66.5354,1.61039,1.196068,57.909,24.0612,355.69973,355.69973,412.54107,177.46,154.145,0.00016883,119.938,138.911,111.977,6.84603,11.1045994,24.0007,0.404206,63.0853,6.9974E-06,4.96006,0.000160196,6.02725,145.609,131.149,0.937720112,783.5524893,4.22454E-05,259.298444,555672.7984,250.7739,1612.266829,226906.8691,1219.383479,687551.0567,18707.81801,110.031973,18165.44856,2110.672687,0.022609948,0.074158157,153.394719,215.3380346,7043.387325,7043.387325,7710.849239,1055.5884,413.711975,8.67486E-09,48.970156,140.297079,37.342471,9.754968299,0.993115814,3.53393467,0.038033228,2355.732034,8.86751E-12,27.97729496,1.34337E-07,0.385444938,30.836119,53.310799,11.25,"W. Liu, S. Huang, C. Ye, L. Jia, Y. Kang, J. Sha, B. Chen, Y. Wu, H. Xiong, Progress in Nb-Si ultra-high temperature structural materials: A review, J. Mater. Sci. Technol. 149 (2023) 127-153."
alloy103,53.5,16,20,3,5,0,2,0,0,0,0,0.5,4.605,1.6357,12.702,-32.0762,10.8868,-57.24212688,2311.6,790.41,6.399432,1.387,357.2352,83.7466,8.2356,0.784566965,0.160512831,1.896976,2.03058,0.0021452,220.42,3580.3,31.215,69.59918911,2311.4595,104.555,4242.75,548.043,27.98585,602.262,74.808,1.6357,1.232375,58.64,25.3095,360.3639,360.3784,400.1614,175.575,152.275,0.000180923,119.525,138.065,111.54,6.46642,10.875475,23.8755,0.41635,69.5425,7.2035E-06,5.71316,0.000160176,6.065,144.295,130.12,0.961040737,4.515419114,2.65915E-05,235.7236,727365.91,131.488775,752.2246459,267547.9161,2155.296975,757731.0175,21358.70645,114.5357993,20955.86738,1589.478736,0.01613451,0.061749204,156.6004,195.5129598,8488.101828,8503.949714,10554.04667,1063.484375,407.429375,9.15033E-09,48.989375,143.830775,35.2484,6.328215604,1.263658889,3.34676283,0.036061538,2513.244344,1.27719E-11,39.59570297,1.34344E-07,0.7864,29.367975,48.4056,8.52,"F. Xu, D. Chen, R. Chen, W. Cao, W. Gong, J. Yu, Exploring NbSi based alloys with excellent fracture toughness and oxidation resistance, Mater. Charact. 215 (2024) 114220."
alloy104,51.5,16,20,3,5,0,4,0,0,0,0,0.5,4.585,1.6303,13.397,-32.4222,11.3659,-58.55422264,2299.16,787.19,6.359269,1.3904,357.0984,83.7965,8.4893,0.805991655,0.157710304,1.876376,2.01126,0.0021504,219.72,3586.7,31.195,69.56554171,2299.0195,103.815,4236.05,545.783,27.83385,599.802,73.908,1.6303,1.227235,58.56,25.0935,360.2199,360.2344,403.8474,175.735,152.495,0.000178363,119.565,138.205,111.64,6.42524,10.938875,23.8907,0.41661,68.9225,7.1715E-06,5.62716,0.000160182,6.045,144.575,130.34,0.954517788,4.567734582,2.65747E-05,247.7216,728089.11,131.116975,750.7116691,264219.9549,2181.470775,749555.6775,21012.53321,116.0283937,20609.16482,1608.843136,0.01794891,0.0627495,157.8164,196.8096078,8497.747495,8513.599558,10705.50883,1071.914775,414.959975,9.18434E-09,49.505775,147.292975,36.6304,6.238058582,1.456245899,3.38010859,0.035986148,2551.724644,1.28159E-11,39.78837049,1.34342E-07,0.8086,34.164375,52.4844,12.64,"F. Xu, D. Chen, R. Chen, W. Cao, W. Gong, J. Yu, Exploring NbSi based alloys with excellent fracture toughness and oxidation resistance, Mater. Charact. 215 (2024) 114220."
alloy105,49.5,16,20,3,5,0,6,0,0,0,0,0.5,4.565,1.6249,14.037,-32.781,11.7515,-59.65339008,2286.72,783.64,6.319568,1.3939,356.9616,83.8462,8.726,0.819755043,0.154334453,1.855776,1.99194,0.0021556,219.02,3593.1,31.175,69.53189431,2286.5795,103.075,4229.35,543.523,27.68185,597.342,73.008,1.6249,1.222095,58.48,24.8775,360.0759,360.0904,407.5334,175.895,152.715,0.000175803,119.605,138.345,111.74,6.38406,11.002275,23.9059,0.41687,68.3025,7.1395E-06,5.54116,0.000160187,6.025,144.855,130.56,0.947146119,4.619303526,2.65578E-05,258.7396,728730.39,130.744375,749.1964279,260582.4864,2206.549375,741290.5575,20656.14477,117.4747801,20250.35906,1626.587536,0.01970499,0.063696956,159.0196,198.0129438,8507.35169,8523.207929,10829.79781,1080.293975,422.393775,9.20525E-09,50.018975,150.715975,37.9924,6.144509976,1.640793789,3.41299227,0.035910623,2589.436144,1.28579E-11,39.96624601,1.3434E-07,0.83,38.803975,56.4664,11.27,"F. Xu, D. Chen, R. Chen, W. Cao, W. Gong, J. Yu, Exploring NbSi based alloys with excellent fracture toughness and oxidation resistance, Mater. Charact. 215 (2024) 114220."
alloy106,52.5,16,20,3,5,0,2,0,0,0,0,1.5,4.595,1.6393,13.1,-31.2006,11.2206,-56.88623649,2289.15,818.83,6.391432,1.3889,357.1166,83.7935,8.3871,0.823241748,0.159511661,1.867696,2.02528,0.0021432,219.54,3570.5,31.305,69.85722541,2289.0103,104.005,4221.33,544.203,27.78855,597.944,75.02,1.6393,1.234105,58.94,25.0025,366.1139,366.1574,408.4584,175.045,152.025,0.000178326,119.575,137.995,111.7,6.45382,10.929455,23.90062,0.41597,69.6735,7.3505E-06,5.73716,0.000160176,6.02,144.465,130.2,1.007088573,4.527534172,2.65989E-05,297.2884,738839.75,134.051975,770.8445338,297750.8408,2184.754975,769984.9711,21805.09109,118.8575374,21672.68128,1598.716,0.01716051,0.062144544,162.1264,203.4372438,11416.70448,11463.74663,16211.60669,1067.522975,407.754375,9.52676E-09,49.784375,143.064975,39.21,6.290922628,1.548407167,3.445632136,0.036190859,2510.792548,1.49396E-11,39.70009529,1.34344E-07,0.992725,32.808775,49.66,5.99,"F. Xu, D. Chen, R. Chen, W. Cao, W. Gong, J. Yu, Exploring NbSi based alloys with excellent fracture toughness and oxidation resistance, Mater. Charact. 215 (2024) 114220."
alloy107,50.5,16,20,3,5,0,4,0,0,0,0,1.5,4.575,1.6339,13.789,-31.613,11.6965,-58.24253852,2276.71,815.26,6.351512,1.3924,356.9798,83.8431,8.6309,0.842360374,0.157015944,1.847096,2.00596,0.0021484,218.84,3576.9,31.285,69.82357801,2276.5703,103.265,4214.63,541.943,27.63655,595.484,74.12,1.6339,1.228965,58.86,24.7865,365.9699,366.0134,412.1444,175.205,152.245,0.000175766,119.615,138.135,111.8,6.41264,10.992855,23.91582,0.41623,69.0535,7.3185E-06,5.65116,0.000160181,6,144.745,130.42,0.999359288,4.579644848,2.65821E-05,308.0544,739688.39,133.683775,769.3489215,293864.3435,2210.114775,761522.6031,21441.56105,120.2901526,21304.73416,1618.462,0.01901379,0.063162624,163.3904,204.6012678,11428.00614,11475.06082,16301.90337,1076.122975,415.394975,9.54748E-09,50.296775,146.546775,40.56,6.19972787,1.734149513,3.478214248,0.036115667,2549.435288,1.4993E-11,39.89689081,1.34342E-07,1.013125,37.509975,53.7036,9.71,"F. Xu, D. Chen, R. Chen, W. Cao, W. Gong, J. Yu, Exploring NbSi based alloys with excellent fracture toughness and oxidation resistance, Mater. Charact. 215 (2024) 114220."
alloy108,48.5,16,20,3,5,0,6,0,0,0,0,1.5,4.555,1.6285,14.425,-32.0382,12.0789,-59.3880909,2264.27,811.38,6.31205,1.3958,356.843,83.8925,8.8587,0.853665028,0.153917286,1.826496,1.98664,0.0021536,218.14,3583.3,31.265,69.78993061,2264.1303,102.525,4207.93,539.683,27.48455,593.024,73.22,1.6285,1.223825,58.78,24.5705,365.8259,365.8694,415.8304,175.365,152.465,0.000173206,119.655,138.275,111.9,6.37146,11.056255,23.93102,0.41649,68.4335,7.2865E-06,5.56516,0.000160187,5.98,145.025,130.64,0.990781284,4.631009,2.65652E-05,317.8404,740455.11,133.314775,767.8510449,289668.3389,2234.379375,752970.4551,21067.81581,121.6765598,20924.68384,1636.588,0.02080875,0.064127864,164.6416,205.6719798,11439.26634,11486.33354,16365.02686,1084.671775,422.938775,9.55508E-09,50.805975,149.989375,41.89,6.105141528,1.911852739,3.51033428,0.03604034,2587.309228,1.50444E-11,40.07889433,1.3434E-07,1.032725,42.054375,57.6504,6.67,"F. Xu, D. Chen, R. Chen, W. Cao, W. Gong, J. Yu, Exploring NbSi based alloys with excellent fracture toughness and oxidation resistance, Mater. Charact. 215 (2024) 114220."
alloy109,50.5,16,20,1.5,0,4,8,0,0,0,0,0,4.49,1.60255,15.667,-32.4342,11.2565,-58.67422715,2331.1,741.26,6.689639,1.4114,357.2965,82.8023,8.7942,0.809023412,0.145549494,1.832806,6.005525,0.0024168,217.42,3438.3,33.62,75.82695993,2331.35205,93.355,4364.745,561.8215,28.09125,615.2645,70.302,1.60255,1.21143,57.655,23.375,357.47825,357.47825,414.91105,179.52,155.395,0.000167085,120.62,140.285,112.725,6.69583,11.334683,24.02224,0.3938,61.6295,0.000006861,4.77766,0.000160202,5.93125,146.515,132.025,0.910955068,404.6914637,2.76531E-05,258.7836,403919.11,184.6556,1144.692313,219254.0126,583.888975,627219.59,17211.80629,110.3635109,16633.50459,1830.915996,0.024546998,0.067915675,153.985975,184.925175,6846.338474,6846.338474,7934.520805,1071.4496,420.848975,8.13674E-09,48.2956,144.403775,37.249375,7.773812591,1.080182696,3.511512742,0.03528332,2211.06838,7.70748E-12,23.64981508,1.34335E-07,0.283710938,32.749775,58.034375,14.7,"J. Yu, D. Chen, F. Xu, S. Wang, X. Cui, W. Gong, R. Chen, Simultaneous improving high temperature oxidation resistance and room temperature toughness of NbSi based alloy via appropriate Ta content addition strategy, Int. J. Refract. Met. Hard Mater 124 (2024) 106800."
alloy110,49.5,16,20,1.5,0,4,8,0,0,0,1,0,4.49,1.60155,15.701,-32.4476,11.6649,-59.70263885,2336.5,749.11,6.767167,1.4114,357.2961,82.8024,8.7942,0.839970871,0.150830213,1.826566,6.199025,0.0024538,217.42,3437.5,33.94,76.70737503,2336.75205,94.165,4371.885,562.6015,28.07025,615.7545,69.751,1.60155,1.20954,57.645,23.206,357.47555,357.47555,414.90835,179.54,155.455,0.000166497,120.63,140.275,112.755,6.77663,11.33495,24.02984,0.39255,61.6675,0.000006851,4.78766,0.000160202,5.93625,146.515,132.025,0.905734509,406.5191583,2.76394E-05,258.7836,403915.75,199.5164,1251.504198,226662.2504,667.707775,641580.7718,17456.39635,110.4614024,16772.65528,1843.563099,0.024651098,0.068081938,154.088975,186.324664,6846.485419,6846.485419,7934.977887,1072.2284,422.237975,8.08875E-09,48.3931,144.279375,37.534975,8.723013823,1.079926127,3.526012934,0.035760008,2210.608694,7.7086E-12,23.69816188,1.34336E-07,0.286873438,32.749775,58.034375,17.1,"J. Yu, D. Chen, F. Xu, S. Wang, X. Cui, W. Gong, R. Chen, Simultaneous improving high temperature oxidation resistance and room temperature toughness of NbSi based alloy via appropriate Ta content addition strategy, Int. J. Refract. Met. Hard Mater 124 (2024) 106800."
alloy111,48.5,16,20,1.5,0,4,8,0,0,0,2,0,4.49,1.60055,15.733,-32.461,11.9564,-60.46169316,2341.9,756.77,6.844691,1.4114,357.2957,82.8025,8.7942,0.862594903,0.154599384,1.820326,6.392525,0.0024908,217.42,3436.7,34.26,77.58779013,2342.15205,94.975,4379.025,563.3815,28.04925,616.2445,69.2,1.60055,1.20765,57.635,23.037,357.47285,357.47285,414.90565,179.56,155.515,0.000165909,120.64,140.265,112.785,6.85743,11.335217,24.03744,0.3913,61.7055,0.000006841,4.79766,0.000160201,5.94125,146.515,132.025,0.900436075,408.2719684,2.7623E-05,258.7836,403911.11,214.1724,1356.765821,234012.1683,750.214375,655839.9944,17699.76961,110.5584119,16911.32577,1855.603,0.024753198,0.068241058,154.191775,187.667031,6846.632348,6846.632348,7935.434954,1073.0064,423.619775,8.04007E-09,48.4904,144.154775,37.818775,9.659157775,1.079669415,3.540397606,0.03623357,2210.14612,7.70952E-12,23.74630868,1.34336E-07,0.289985938,32.749775,58.034375,14.53,"J. Yu, D. Chen, F. Xu, S. Wang, X. Cui, W. Gong, R. Chen, Simultaneous improving high temperature oxidation resistance and room temperature toughness of NbSi based alloy via appropriate Ta content addition strategy, Int. J. Refract. Met. Hard Mater 124 (2024) 106800."
alloy112,46.5,16,20,1.5,0,4,8,0,0,0,4,0,4.49,1.59855,15.796,-32.4878,12.4188,-61.70551076,2352.7,771.57,6.999729,1.4114,357.2948,82.8028,8.7943,0.899344085,0.160574685,1.807846,6.779525,0.0025648,217.42,3435.1,34.9,79.34862033,2352.95205,96.595,4393.305,564.9415,28.00725,617.2245,68.098,1.59855,1.20387,57.615,22.699,357.46745,357.46745,414.90025,179.6,155.635,0.000164733,120.66,140.245,112.845,7.01903,11.335751,24.05264,0.3888,61.7815,0.000006821,4.81766,0.000160201,5.95125,146.515,132.025,0.889605582,411.552935,2.75818E-05,258.7836,403897.99,242.87,1562.638284,248537.044,911.290975,684052.562,18182.86573,110.7497849,17187.22615,1877.861196,0.024951398,0.068537863,154.396775,190.180399,6846.926164,6846.926164,7936.349043,1074.56,426.361775,7.94062E-09,48.6844,143.904975,38.380975,11.49227384,1.079155564,3.56882039,0.03717132,2209.212308,7.71076E-12,23.84200228,1.34336E-07,0.296060938,32.749775,58.034375,11.71,"J. Yu, D. Chen, F. Xu, S. Wang, X. Cui, W. Gong, R. Chen, Simultaneous improving high temperature oxidation resistance and room temperature toughness of NbSi based alloy via appropriate Ta content addition strategy, Int. J. Refract. Met. Hard Mater 124 (2024) 106800."
alloy113,53,16,24,0,0,0,4,3,0,0,0,0,4.59,1.6396,16.131,-31.124,10.028,-54.84433148,2365.41,726.98,6.484836,1.3977,355.0038,83.3158,8.0987,0.762123489,0.152891627,1.905036,2.18542,0.0013534,218.88,3527.7,32.11,71.7495161,2365.26,103.6,4355.73,563.484,28.42,618.1794,72.634,1.6396,1.22626,57.57,25.019,355.1946,355.1946,404.4874,178.88,154.7,0.00017635,120.16,139.41,111.95,6.56542,11.06387,23.95484,0.39854,62.635,0.000006721,4.84716,0.000160194,6.025,145.31,131.12,0.85978556,5.063827624,2.94763E-06,241.2256,588831.71,124.3179,711.9190237,205960.4524,2125.36,621079.2571,17192.36414,105.7196,16623.99863,1745.656044,0.02601984,0.064114492,144.8251,179.510739,6932.022463,6932.022463,7695.538637,966.1056,374.63,7.4184E-09,44.4144,129.5819,31.5875,6.430889824,0.667451473,3.369719934,0.030124508,1872.720475,3.89466E-12,14.02714009,1.34338E-07,0.086875,19.3139,44.2256,12.26,"T. Zhao, Q. Wang, R. Chen, X. Wang, Y. Su, H. Fu, Optimization of Zr and Mo element on room-temperature fracture toughness and the integrity of oxide film, J. Mater. Res. Technol. 26 (2023) 5683-5695."
alloy114,50,16,24,0,0,0,4,6,0,0,0,0,4.62,1.6564,18.389,-31.28,10.6407,-56.49622445,2369.79,731.35,6.519733,1.3958,354.5436,83.4946,8.1112,0.806145283,0.161733498,1.861896,2.22892,0.0013684,218.88,3609,32.14,71.840825,2369.64,110.32,4352.58,560.784,28.456,615.9588,72.208,1.6564,1.22476,57.66,24.542,354.7236,354.7236,404.0164,178.64,154.4,0.000172849,120.04,139.14,111.86,6.61672,11.01866,23.93864,0.39812,65.194,0.000006646,5.24616,0.000160191,6.01,145.1,131,0.863449527,5.034928834,2.92631E-06,241.2256,794789,124.8804,716.052215,209951.0704,3604.2976,617234.0836,16798.88774,105.644864,16273.49513,1740.050736,0.03381504,0.064083022,144.2644,184.405236,6962.551835,6962.551835,7772.501827,958.7904,371.96,7.39004E-09,43.7184,127.8404,31.1204,6.721651042,0.753690904,3.35730231,0.030242386,2038.725364,3.98968E-12,20.65320541,1.34339E-07,0.0949,20.45,44,12.71,"T. Zhao, Q. Wang, R. Chen, X. Wang, Y. Su, H. Fu, Optimization of Zr and Mo element on room-temperature fracture toughness and the integrity of oxide film, J. Mater. Res. Technol. 26 (2023) 5683-5695."
